iso3c,date,goal,code,ind_value.oecd,ind_quality.oecd,ind_metadata.oecd
AUS,2011,11,11.a.1,NA,0,NA
AUS,2012,11,11.a.1,NA,0,NA
AUS,2013,11,11.a.1,NA,0,NA
AUS,2014,11,11.a.1,NA,0,NA
AUS,2015,11,11.a.1,NA,0,NA
AUS,2016,11,11.a.1,NA,0,NA
AUS,2017,11,11.a.1,NA,0,NA
AUS,2018,11,11.a.1,NA,0,NA
AUS,2008,11,11.b.1,NA,0,NA
AUS,2009,11,11.b.1,NA,0,NA
AUS,2010,11,11.b.1,NA,0,NA
AUS,2011,11,11.b.1,NA,0,NA
AUS,2012,11,11.b.1,NA,0,NA
AUS,2013,11,11.b.1,NA,0,NA
AUS,2014,11,11.b.1,NA,0,NA
AUS,2015,11,11.b.1,1,1,UN
AUS,2016,11,11.b.1,NA,0,NA
AUS,2017,11,11.b.1,NA,0,NA
AUS,2018,11,11.b.1,NA,0,NA
AUS,2008,12,12.2.1,NA,0,NA
AUS,2009,12,12.2.1,NA,0,NA
AUS,2010,12,12.2.1,NA,0,NA
AUS,2011,12,12.2.1,NA,0,NA
AUS,2012,12,12.2.1,NA,0,NA
AUS,2013,12,12.2.1,NA,0,NA
AUS,2014,12,12.2.1,NA,0,NA
AUS,2015,12,12.2.1,NA,0,NA
AUS,2016,12,12.2.1,NA,0,NA
AUS,2017,12,12.2.1,NA,0,NA
AUS,2018,12,12.2.1,NA,0,NA
AUS,2008,12,12.2.2,NA,0,NA
AUS,2009,12,12.2.2,NA,0,NA
AUS,2010,12,12.2.2,NA,0,NA
AUS,2011,12,12.2.2,NA,0,NA
AUS,2012,12,12.2.2,NA,0,NA
AUS,2013,12,12.2.2,NA,0,NA
AUS,2014,12,12.2.2,NA,0,NA
AUS,2015,12,12.2.2,NA,0,NA
AUS,2016,12,12.2.2,NA,0,NA
AUS,2017,12,12.2.2,0.6516954835547903,1,OECD
AUS,2018,12,12.2.2,NA,0,NA
AUS,2008,12,12.4.1,NA,0,NA
AUS,2009,12,12.4.1,NA,0,NA
AUS,2010,12,12.4.1,NA,0,NA
AUS,2011,12,12.4.1,NA,0,NA
AUS,2012,12,12.4.1,NA,0,NA
AUS,2013,12,12.4.1,NA,0,NA
AUS,2014,12,12.4.1,NA,0,NA
AUS,2015,12,12.4.1,100,1,UN
AUS,2016,12,12.4.1,NA,0,NA
AUS,2017,12,12.4.1,NA,0,NA
AUS,2018,12,12.4.1,NA,0,NA
AUS,2008,12,12.5.1,NA,0,NA
AUS,2009,12,12.5.1,NA,0,NA
AUS,2010,12,12.5.1,NA,0,NA
AUS,2011,12,12.5.1,NA,0,NA
AUS,2012,12,12.5.1,NA,0,NA
AUS,2013,12,12.5.1,NA,0,NA
AUS,2014,12,12.5.1,NA,0,NA
AUS,2015,12,12.5.1,42.004,1,OECD
AUS,2016,12,12.5.1,NA,0,NA
AUS,2017,12,12.5.1,NA,0,NA
AUS,2018,12,12.5.1,NA,0,NA
AUS,2008,12,12.a.1,NA,0,NA
AUS,2009,12,12.a.1,NA,0,NA
AUS,2010,12,12.a.1,NA,0,NA
AUS,2011,12,12.a.1,NA,0,NA
AUS,2012,12,12.a.1,NA,0,NA
AUS,2013,12,12.a.1,NA,0,NA
AUS,2014,12,12.a.1,NA,0,NA
AUS,2015,12,12.a.1,NA,0,NA
AUS,2016,12,12.a.1,NA,0,NA
AUS,2017,12,12.a.1,NA,0,NA
AUS,2018,12,12.a.1,NA,0,NA
AUS,2008,13,13.1.1,NA,0,NA
AUS,2009,13,13.1.1,NA,0,NA
AUS,2010,13,13.1.1,NA,0,NA
AUS,2011,13,13.1.1,NA,0,NA
AUS,2012,13,13.1.1,NA,0,NA
AUS,2013,13,13.1.1,NA,0,NA
AUS,2014,13,13.1.1,NA,0,NA
AUS,2015,13,13.1.1,NA,0,NA
AUS,2016,13,13.1.1,NA,0,NA
AUS,2017,13,13.1.1,NA,0,NA
AUS,2018,13,13.1.1,NA,0,NA
AUS,2008,13,13.1.2,NA,0,NA
AUS,2009,13,13.1.2,NA,0,NA
AUS,2010,13,13.1.2,NA,0,NA
AUS,2011,13,13.1.2,NA,0,NA
AUS,2012,13,13.1.2,NA,0,NA
AUS,2013,13,13.1.2,NA,0,NA
AUS,2014,13,13.1.2,NA,0,NA
AUS,2015,13,13.1.2,1,1,UN
AUS,2016,13,13.1.2,NA,0,NA
AUS,2017,13,13.1.2,NA,0,NA
AUS,2018,13,13.1.2,NA,0,NA
AUS,2008,14,14.3.1,NA,0,NA
AUS,2009,14,14.3.1,NA,0,NA
AUS,2010,14,14.3.1,NA,0,NA
AUS,2011,14,14.3.1,NA,0,NA
AUS,2012,14,14.3.1,NA,0,NA
AUS,2013,14,14.3.1,NA,0,NA
AUS,2014,14,14.3.1,NA,0,NA
AUS,2015,14,14.3.1,NA,0,NA
AUS,2016,14,14.3.1,NA,0,NA
AUS,2017,14,14.3.1,NA,0,NA
AUS,2018,14,14.3.1,NA,0,NA
AUS,2008,14,14.4.1,NA,0,NA
AUS,2009,14,14.4.1,NA,0,NA
AUS,2010,14,14.4.1,NA,0,NA
AUS,2011,14,14.4.1,NA,0,NA
AUS,2012,14,14.4.1,NA,0,NA
AUS,2013,14,14.4.1,NA,0,NA
AUS,2014,14,14.4.1,NA,0,NA
AUS,2015,14,14.4.1,NA,0,NA
AUS,2016,14,14.4.1,NA,0,NA
AUS,2017,14,14.4.1,NA,0,NA
AUS,2018,14,14.4.1,90.04232804232805,1,OECD
AUS,2008,14,14.5.1,NA,0,NA
AUS,2009,14,14.5.1,NA,0,NA
AUS,2010,14,14.5.1,NA,0,NA
AUS,2011,14,14.5.1,NA,0,NA
AUS,2012,14,14.5.1,NA,0,NA
AUS,2013,14,14.5.1,NA,0,NA
AUS,2014,14,14.5.1,NA,0,NA
AUS,2015,14,14.5.1,NA,0,NA
AUS,2016,14,14.5.1,NA,0,NA
AUS,2017,14,14.5.1,NA,0,NA
AUS,2018,14,14.5.1,40.68462,1,OECD
AUS,2008,14,14.7.1,NA,0,NA
AUS,2009,14,14.7.1,NA,0,NA
AUS,2010,14,14.7.1,NA,0,NA
AUS,2011,14,14.7.1,NA,0,NA
AUS,2012,14,14.7.1,NA,0,NA
AUS,2013,14,14.7.1,NA,0,NA
AUS,2014,14,14.7.1,NA,0,NA
AUS,2015,14,14.7.1,NA,0,NA
AUS,2016,14,14.7.1,NA,0,NA
AUS,2017,14,14.7.1,NA,0,NA
AUS,2018,14,14.7.1,NA,0,NA
AUS,2008,15,15.1.1,NA,0,NA
AUS,2009,15,15.1.1,NA,0,NA
AUS,2010,15,15.1.1,NA,0,NA
AUS,2011,15,15.1.1,NA,0,NA
AUS,2012,15,15.1.1,NA,0,NA
AUS,2013,15,15.1.1,NA,0,NA
AUS,2014,15,15.1.1,NA,0,NA
AUS,2015,15,15.1.1,11.62915,1,OECD
AUS,2016,15,15.1.1,NA,0,NA
AUS,2017,15,15.1.1,NA,0,NA
AUS,2018,15,15.1.1,NA,0,NA
AUS,2008,15,15.1.2,NA,0,NA
AUS,2009,15,15.1.2,NA,0,NA
AUS,2010,15,15.1.2,NA,0,NA
AUS,2011,15,15.1.2,NA,0,NA
AUS,2012,15,15.1.2,NA,0,NA
AUS,2013,15,15.1.2,NA,0,NA
AUS,2014,15,15.1.2,NA,0,NA
AUS,2015,15,15.1.2,NA,0,NA
AUS,2016,15,15.1.2,NA,0,NA
AUS,2017,15,15.1.2,NA,0,NA
AUS,2018,15,15.1.2,19.26998,1,OECD
AUS,2008,15,15.2.1,NA,0,NA
AUS,2009,15,15.2.1,NA,0,NA
AUS,2010,15,15.2.1,NA,0,NA
AUS,2011,15,15.2.1,NA,0,NA
AUS,2012,15,15.2.1,NA,0,NA
AUS,2013,15,15.2.1,NA,0,NA
AUS,2014,15,15.2.1,NA,0,NA
AUS,2015,15,15.2.1,NA,0,NA
AUS,2016,15,15.2.1,NA,0,NA
AUS,2017,15,15.2.1,NA,0,NA
AUS,2018,15,15.2.1,NA,0,NA
AUS,2008,15,15.4.1,NA,0,NA
AUS,2009,15,15.4.1,NA,0,NA
AUS,2010,15,15.4.1,NA,0,NA
AUS,2011,15,15.4.1,NA,0,NA
AUS,2012,15,15.4.1,NA,0,NA
AUS,2013,15,15.4.1,NA,0,NA
AUS,2014,15,15.4.1,NA,0,NA
AUS,2015,15,15.4.1,NA,0,NA
AUS,2016,15,15.4.1,NA,0,NA
AUS,2017,15,15.4.1,NA,0,NA
AUS,2018,15,15.4.1,82.45754,1,UN
AUS,2008,15,15.4.2,NA,0,NA
AUS,2009,15,15.4.2,NA,0,NA
AUS,2010,15,15.4.2,NA,0,NA
AUS,2011,15,15.4.2,NA,0,NA
AUS,2012,15,15.4.2,NA,0,NA
AUS,2013,15,15.4.2,NA,0,NA
AUS,2014,15,15.4.2,NA,0,NA
AUS,2015,15,15.4.2,NA,0,NA
AUS,2016,15,15.4.2,NA,0,NA
AUS,2017,15,15.4.2,98.036027,1,UN
AUS,2018,15,15.4.2,NA,0,NA
AUS,2008,15,15.5.1,NA,0,NA
AUS,2009,15,15.5.1,NA,0,NA
AUS,2010,15,15.5.1,NA,0,NA
AUS,2011,15,15.5.1,NA,0,NA
AUS,2012,15,15.5.1,NA,0,NA
AUS,2013,15,15.5.1,NA,0,NA
AUS,2014,15,15.5.1,NA,0,NA
AUS,2015,15,15.5.1,NA,0,NA
AUS,2016,15,15.5.1,NA,0,NA
AUS,2017,15,15.5.1,NA,0,NA
AUS,2018,15,15.5.1,0.82413,1,UN
AUS,2008,15,15.6.1,NA,0,NA
AUS,2009,15,15.6.1,NA,0,NA
AUS,2010,15,15.6.1,NA,0,NA
AUS,2011,15,15.6.1,NA,0,NA
AUS,2012,15,15.6.1,NA,0,NA
AUS,2013,15,15.6.1,NA,0,NA
AUS,2014,15,15.6.1,NA,0,NA
AUS,2015,15,15.6.1,NA,0,NA
AUS,2016,15,15.6.1,NA,0,NA
AUS,2017,15,15.6.1,0.5,1,UN
AUS,2018,15,15.6.1,NA,0,NA
AUS,2008,15,15.a.1,NA,0,NA
AUS,2009,15,15.a.1,NA,0,NA
AUS,2010,15,15.a.1,NA,0,NA
AUS,2011,15,15.a.1,NA,0,NA
AUS,2012,15,15.a.1,NA,0,NA
AUS,2013,15,15.a.1,NA,0,NA
AUS,2014,15,15.a.1,NA,0,NA
AUS,2015,15,15.a.1,NA,0,NA
AUS,2016,15,15.a.1,268.284912109375,1,OECD
AUS,2017,15,15.a.1,NA,0,NA
AUS,2018,15,15.a.1,NA,0,NA
AUS,2008,15,15.b.1,NA,0,NA
AUS,2009,15,15.b.1,NA,0,NA
AUS,2010,15,15.b.1,NA,0,NA
AUS,2011,15,15.b.1,NA,0,NA
AUS,2012,15,15.b.1,NA,0,NA
AUS,2013,15,15.b.1,NA,0,NA
AUS,2014,15,15.b.1,NA,0,NA
AUS,2015,15,15.b.1,NA,0,NA
AUS,2016,15,15.b.1,NA,0,NA
AUS,2017,15,15.b.1,0.05195299908518791,1,OECD
AUS,2018,15,15.b.1,NA,0,NA
AUS,2008,16,16.1.1,NA,0,NA
AUS,2009,16,16.1.1,NA,0,NA
AUS,2010,16,16.1.1,NA,0,NA
AUS,2011,16,16.1.1,NA,0,NA
AUS,2012,16,16.1.1,NA,0,NA
AUS,2013,16,16.1.1,NA,0,NA
AUS,2014,16,16.1.1,NA,0,NA
AUS,2015,16,16.1.1,1.1,1,OECD
AUS,2016,16,16.1.1,NA,0,NA
AUS,2017,16,16.1.1,NA,0,NA
AUS,2018,16,16.1.1,NA,0,NA
AUS,2008,16,16.10.1,NA,0,NA
AUS,2009,16,16.10.1,NA,0,NA
AUS,2010,16,16.10.1,NA,0,NA
AUS,2011,16,16.10.1,NA,0,NA
AUS,2012,16,16.10.1,NA,0,NA
AUS,2013,16,16.10.1,NA,0,NA
AUS,2014,16,16.10.1,NA,0,NA
AUS,2015,16,16.10.1,NA,0,NA
AUS,2016,16,16.10.1,NA,0,NA
AUS,2017,16,16.10.1,NA,0,NA
AUS,2018,16,16.10.1,NA,0,NA
AUS,2008,16,16.10.2,NA,0,NA
AUS,2009,16,16.10.2,NA,0,NA
AUS,2010,16,16.10.2,NA,0,NA
AUS,2011,16,16.10.2,NA,0,NA
AUS,2012,16,16.10.2,NA,0,NA
AUS,2013,16,16.10.2,NA,0,NA
AUS,2014,16,16.10.2,NA,0,NA
AUS,2015,16,16.10.2,NA,0,NA
AUS,2016,16,16.10.2,NA,0,NA
AUS,2017,16,16.10.2,NA,0,NA
AUS,2018,16,16.10.2,1,1,UN
AUS,2008,16,16.2.1,NA,0,NA
AUS,2009,16,16.2.1,NA,0,NA
AUS,2010,16,16.2.1,NA,0,NA
AUS,2011,16,16.2.1,NA,0,NA
AUS,2012,16,16.2.1,NA,0,NA
AUS,2013,16,16.2.1,NA,0,NA
AUS,2014,16,16.2.1,NA,0,NA
AUS,2015,16,16.2.1,NA,0,NA
AUS,2016,16,16.2.1,NA,0,NA
AUS,2017,16,16.2.1,NA,0,NA
AUS,2018,16,16.2.1,NA,0,NA
AUS,2008,16,16.2.2,NA,0,NA
AUS,2009,16,16.2.2,NA,0,NA
AUS,2010,16,16.2.2,NA,0,NA
AUS,2011,16,16.2.2,NA,0,NA
AUS,2012,16,16.2.2,NA,0,NA
AUS,2013,16,16.2.2,NA,0,NA
AUS,2014,16,16.2.2,NA,0,NA
AUS,2015,16,16.2.2,NA,0,NA
AUS,2016,16,16.2.2,NA,0,NA
AUS,2017,16,16.2.2,NA,0,NA
AUS,2018,16,16.2.2,NA,0,NA
AUS,2008,16,16.2.3,NA,0,NA
AUS,2009,16,16.2.3,NA,0,NA
AUS,2010,16,16.2.3,NA,0,NA
AUS,2011,16,16.2.3,NA,0,NA
AUS,2012,16,16.2.3,NA,0,NA
AUS,2013,16,16.2.3,NA,0,NA
AUS,2014,16,16.2.3,NA,0,NA
AUS,2015,16,16.2.3,NA,0,NA
AUS,2016,16,16.2.3,NA,0,NA
AUS,2017,16,16.2.3,NA,0,NA
AUS,2018,16,16.2.3,NA,0,NA
AUS,2008,16,16.3.2,NA,0,NA
AUS,2009,16,16.3.2,NA,0,NA
AUS,2010,16,16.3.2,NA,0,NA
AUS,2011,16,16.3.2,NA,0,NA
AUS,2012,16,16.3.2,NA,0,NA
AUS,2013,16,16.3.2,NA,0,NA
AUS,2014,16,16.3.2,NA,0,NA
AUS,2015,16,16.3.2,NA,0,NA
AUS,2016,16,16.3.2,27.79,1,UN
AUS,2017,16,16.3.2,NA,0,NA
AUS,2018,16,16.3.2,NA,0,NA
AUS,2008,16,16.5.2,NA,0,NA
AUS,2009,16,16.5.2,NA,0,NA
AUS,2010,16,16.5.2,NA,0,NA
AUS,2011,16,16.5.2,NA,0,NA
AUS,2012,16,16.5.2,NA,0,NA
AUS,2013,16,16.5.2,NA,0,NA
AUS,2014,16,16.5.2,NA,0,NA
AUS,2015,16,16.5.2,NA,0,NA
AUS,2016,16,16.5.2,NA,0,NA
AUS,2017,16,16.5.2,NA,0,NA
AUS,2018,16,16.5.2,NA,0,NA
AUS,2008,16,16.8.1,NA,0,NA
AUS,2009,16,16.8.1,NA,0,NA
AUS,2010,16,16.8.1,NA,0,NA
AUS,2011,16,16.8.1,NA,0,NA
AUS,2012,16,16.8.1,NA,0,NA
AUS,2013,16,16.8.1,NA,0,NA
AUS,2014,16,16.8.1,NA,0,NA
AUS,2015,16,16.8.1,NA,0,NA
AUS,2016,16,16.8.1,NA,0,NA
AUS,2017,16,16.8.1,NA,0,NA
AUS,2018,16,16.8.1,NA,0,NA
AUS,2008,16,16.9.1,NA,0,NA
AUS,2009,16,16.9.1,NA,0,NA
AUS,2010,16,16.9.1,NA,0,NA
AUS,2011,16,16.9.1,NA,0,NA
AUS,2012,16,16.9.1,NA,0,NA
AUS,2013,16,16.9.1,100,1,UN
AUS,2014,16,16.9.1,NA,0,NA
AUS,2015,16,16.9.1,NA,0,NA
AUS,2016,16,16.9.1,NA,0,NA
AUS,2017,16,16.9.1,NA,0,NA
AUS,2018,16,16.9.1,NA,0,NA
AUS,2008,16,16.a.1,NA,0,NA
AUS,2009,16,16.a.1,NA,0,NA
AUS,2010,16,16.a.1,NA,0,NA
AUS,2011,16,16.a.1,NA,0,NA
AUS,2012,16,16.a.1,NA,0,NA
AUS,2013,16,16.a.1,NA,0,NA
AUS,2014,16,16.a.1,NA,0,NA
AUS,2015,16,16.a.1,NA,0,NA
AUS,2016,16,16.a.1,NA,0,NA
AUS,2017,16,16.a.1,0.5,1,UN
AUS,2018,16,16.a.1,NA,0,NA
AUS,2008,17,17.1.1,NA,0,NA
AUS,2009,17,17.1.1,NA,0,NA
AUS,2010,17,17.1.1,NA,0,NA
AUS,2011,17,17.1.1,NA,0,NA
AUS,2012,17,17.1.1,NA,0,NA
AUS,2013,17,17.1.1,NA,0,NA
AUS,2014,17,17.1.1,NA,0,NA
AUS,2015,17,17.1.1,NA,0,NA
AUS,2016,17,17.1.1,NA,0,NA
AUS,2017,17,17.1.1,34.36567687988281,1,OECD
AUS,2018,17,17.1.1,NA,0,NA
AUS,2008,17,17.1.2,NA,0,NA
AUS,2009,17,17.1.2,NA,0,NA
AUS,2010,17,17.1.2,NA,0,NA
AUS,2011,17,17.1.2,NA,0,NA
AUS,2012,17,17.1.2,NA,0,NA
AUS,2013,17,17.1.2,NA,0,NA
AUS,2014,17,17.1.2,NA,0,NA
AUS,2015,17,17.1.2,NA,0,NA
AUS,2016,17,17.1.2,NA,0,NA
AUS,2017,17,17.1.2,-0.8407322764396667,1,OECD
AUS,2018,17,17.1.2,NA,0,NA
AUS,2008,17,17.10.1,NA,0,NA
AUS,2009,17,17.10.1,NA,0,NA
AUS,2010,17,17.10.1,NA,0,NA
AUS,2011,17,17.10.1,NA,0,NA
AUS,2012,17,17.10.1,NA,0,NA
AUS,2013,17,17.10.1,NA,0,NA
AUS,2014,17,17.10.1,NA,0,NA
