iso3c,hyperlink,code,Indicator,PrimarySource,DetailedSource,Unit,Value,NormativeDirection,Distance(1),LowestValue,OECDAverageValue,HighestValue,Target,StandardDeviation,OECDAverageDistance,date,goal,description,Direction,Distance
AUS,http://dx.doi.org/10.1787/888933962873,4.a.1,Proportion of schools with access to the Internet for pedagogical purposes,OECD,OECD Education Statistics,Percent,100,1,0,85,99.01639556884766,100,100,3.886857509613037,0.2530590295791626,2016,4,"Proportion of schools offering basic services, by type of service",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,4.b.1,Official development assistance flows for scholarships,OECD,Creditor Reporting System Aid Activity (database),Millions USD,131.591064453125,0,NA,0.0874750018119812,101.31449890136719,316.8332214355469,NA,59.004459381103516,NA,2017,4,Volume of official development assistance flows for scholarships by sector and type of study,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,4.c.1,Proportion of teachers who received in-service training in the last 12 months,OECD,OECD TALIS,Percent,97,1,0.3811091482639313,72,89.61311340332031,98,100,7.871760845184326,1.3195124864578247,2013,4,"Proportion of teachers with the minimum required qualifications, by education level",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,5.2.1,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",UN,see https://unstats.un.org/sdgs/metadata/,Percent,NA,-1,NA,2,6.37056303024292,11,0,2.216130018234253,2.874634265899658,NA,5,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,5.4.1,Gender gap in unpaid work,OECD,OECD Time Use Database,Minutes,NA,-1,NA,49.15288162231445,142.37782287597656,246.62803649902344,0,56.708290100097656,2.5107057094573975,NA,5,"Proportion of time spent on unpaid domestic and care work, by sex, age and location",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,5.5.1,Proportion of seats held by women in national parliaments,OECD,Government at a Glance database,Percent,28.7,1,2.160282611846924,9.300000190734863,25.27187156677246,47.599998474121094,50,9.859821319580078,2.5079691410064697,2017,5,Proportion of seats held by women in (a) national parliaments and (b) local governments,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,5.5.2,Gender gap in the share of employed who are managers,OECD,OECD Gender Data Portal,Ratio (men/women),1.5,-1,0.45080721378326416,1.1034482717514038,2.177877426147461,7,1,1.109121561050415,1.0619913339614868,2016,5,Proportion of women in managerial positions,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,5.b.1,Proportion of women using the Internet,OECD,OECD ICT Access and Usage by Households and Individuals database,Percent,90.84,1,0.38456353545188904,63.93149948120117,81.28333282470703,99.4271011352539,95.76830291748047,12.815315246582031,1.1302858591079712,2016,5,"Proportion of individuals who own a mobile telephone, by sex",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,6.1.1,Population with access to improved drinking water sources,OECD,OECD Green Growth database,Percent,NA,1,NA,42.6127815246582,91.201446533203125,100,100,10.466050148010254,0.8406756520271301,NA,6,Proportion of population using safely managed drinking water services,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,6.2.1,Population with access to improved sanitation,OECD,OECD Green Growth database,Percent,74.2136,1,1.767366886138916,44.29240036010742,83.72212219238281,99.79828643798828,100,14.590292930603027,1.1156649589538574,2015,6,Proportion of population using (a) safely managed sanitation services and (b) a hand-washing facility with soap and water,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,6.4.2,Water stress,OECD,OECD Green Growth database,Percent,4.34256,-1,0,0.6652500033378601,18.664581298828125,46.419498443603516,10,10.861079216003418,0.7977643013000488,2016,6,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,6.a.1,Official development assistance to water and sanitation,OECD,NA,Millions USD,66.1634521484375,0,NA,0,514.6541748046875,1469.6109619140625,NA,337.38916015625,NA,2017,6,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,7.1.1,Proportion of population with access to electricity,UN,see https://unstats.un.org/sdgs/metadata/,Percent,100,1,0,100,100,100,100,0.17220212519168854,0,2016,7,Proportion of population with access to electricity,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,7.1.2,Proportion of population with primary reliance on clean fuels and technology (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,95,1,0,85,93.89775848388672,95,95,1.7713879346847534,0.6222473978996277,2016,7,Proportion of population with primary reliance on clean fuels and technology,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,7.2.1,Renewable energy share in the total electricity generation,OECD,OECD Green Growth database,Percent,15.58911,1,1.6711459159851074,2.463787078857422,23.90705680847168,99.9896011352539,58.623680114746094,25.75153350830078,1.3481380939483643,2017,7,Renewable energy share in the total final energy consumption,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,7.3.1,"Energy intensity, TPES per capita",OECD,OECD Green Growth database,Tonnes of oil equivalent (toe) per capita,5.426665,-1,1.4109430313110352,1.4101530313491821,4.097655296325684,17.240510940551758,1.6315982341766357,2.6897377967834473,0.9168391823768616,2017,7,Energy intensity measured in terms of primary energy and GDP,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.1.1,15 years average annual growth rate of real GDP per capita,OECD,OECD National Accounts Database,Percent,1.3134076595306396,1,1.7599375247955322,-0.7435865998268127,1.4133538007736206,4.623826503753662,3.8663394451141357,1.4505809545516968,1.6910367012023926,2017,8,Annual growth rate of real GDP per capita,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.10.1,"Number of commercial bank branches and of automated teller machines (ATMs) per 100,000 adults",UN,see https://unstats.un.org/sdgs/metadata/,Number,195.8243408203125,1,0,31.400089263916016,154.64183044433594,293.04998779296875,192.73846435546875,58.215755462646484,0.6544041633605957,2016,8,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.10.2,Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older),UN,see https://unstats.un.org/sdgs/metadata/,Percent,99.52,1,0.01427412498742342,36.93000030517578,87.1889877319336,99.91999816894531,99.720001220703125,14.011452674865723,0.8943407535552979,2017,8,Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.2.1,15 years average annual growth rate of real GDP per hours worked,OECD,OECD Productivity database,Percent,1.1415051221847534,1,2.090649366378784,-0.018394293263554573,1.3057481050491333,3.915870428085327,3.7697741985321045,1.2571544647216797,1.9600026607513428,2017,8,Annual growth rate of real GDP per employed person,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.4.2,Domestic material consumption per GDP,OECD,OECD Green Growth Indicators,kg per 2010 USD,0.6516954835547903,-1,1.5826479196548462,0.11716501414775848,0.33298957347869873,1.8676793575286865,0.16968536376953125,0.30455929040908813,0.5361984372138977,2017,8,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.5.1,Average hourly earnings of managers (ISCO-08) (local currency) (isco08),UN,see https://unstats.un.org/sdgs/metadata/,2015 USD,NA,1,NA,3.9853079319000244,17.424633026123047,28.681102752685547,24.81257438659668,6.574552536010742,1.1237177848815918,NA,8,"Average hourly earnings of employees, by sex, age, occupation and persons with disabilities",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.5.2,Unemployment rate (15 - 64),OECD,OECD  Labour Force Statistics,Percent,5.759536051654277,-1,0.2762148380279541,2.9104208946228027,6.004905700683594,21.653165817260742,4.501937389373779,4.552972793579102,0.33010703325271606,2017,8,"Unemployment rate, by sex, age and persons with disabilities",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.6.1,"Proportion of youth (aged 15–29 years) not in education, employment or training",OECD,OECD  Education at Glance Database,Percent,9.7582693,-1,2.003070831298828,4.7738800048828125,13.681621551513672,25.077640533447266,0,4.871654510498047,2.8084137439727783,2015,8,"Proportion of youth (aged 15-24 years) not in education, employment or training",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.8.1,"Non-fatal occupational injuries among employees, by sex (per 100,000 employees) (_T)",UN,see https://unstats.un.org/sdgs/metadata/,PER_100000_EMP,933.1,-1,0.3903317153453827,122.23999786376953,1924.4251708984375,5200,438,1268.4083251953125,1.1718822717666626,2016,8,"Fatal and non-fatal occupational injuries per 100,000 workers, by sex and migrant status",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,8.a.1,Total Aid for Trade as a percentage of GNI (commitments),OECD,Creditor Reporting System Aid Activity (database),Millions USD,369.7636660967813,0,NA,9.399535483680665e-4,3082.608154296875,11645.578125,NA,2640.88427734375,NA,2016,8,Aid for Trade commitments and disbursements,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.1.2,Total inland freight transport,OECD,OECD Trends in the Transport Sector,"Tonnes-kilometres, Millions",613610,0,NA,1052,2169947.75,7730254,NA,1313428.625,NA,2015,9,"Passenger and freight volumes, by mode of transport",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.2.1,"Manufacturing, value added (% of Total Value Added)",OECD,Annual National Accounts,Percent,6.195207595825195,0,NA,5.43442440032959,16.171218872070312,34.014896392822266,NA,6.58437442779541,NA,2017,9,Manufacturing value added as a proportion of GDP and per capita,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.2.2,Employment in manufacturing,OECD,Annual National Accounts,Percent,8.14665699005127,0,NA,7.503651142120361,12.444948196411133,26.757972717285156,NA,4.553592205047607,NA,2017,9,Manufacturing employment as a proportion of total employment,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.4.1,Carbon dioxide emissions from fuel combustion per unit of GDP,UN,see https://unstats.un.org/sdgs/metadata/,kgCO2 per 2010 US dollar,0.35352,-1,2.829064130783081,0.08364000171422958,0.23794785141944885,0.45440998673439026,0.11935000121593475,0.08277295529842377,1.4328092336654663,2015,9,CO2 emission per unit of value added,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.5.1,Gross domestic expenditure on R&D as a percentage of GDP,OECD,OECD Main Science and Technology Indicators,Percent,1.87561246606434,1,1.3897227048873901,0.3624374270439148,2.1571946144104004,4.553239345550537,3.277540922164917,1.0087828636169434,1.1105921268463135,2015,9,Research and development expenditure as a proportion of GDP,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.5.2,Researchers per capita,OECD,OECD Main Science and Technology Indicators,Full-time equivalent per million inhabitants,4557.68017578125,1,1.2238038778305054,252.71864318847656,3809.591552734375,8033.31982421875,6845.32421875,1869.2896728515625,1.624003291130066,2010,9,Researchers (in full-time equivalent) per million inhabitants,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.a.1,Official development assistance plus other official flows to infrastructure,OECD,Creditor Reporting System Aid Activity (database),Millions USD,221.11871337890625,0,NA,0,1957.4012451171875,7105.267578125,NA,1528.2977294921875,NA,2017,9,Total official international support (official development assistance plus other official flows) to infrastructure,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.b.1,Proportion of medium and high-tech industry value added in total value added (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,28.17006,0,NA,13.67477035522461,43.945640563964844,63.65296936035156,NA,14.405415534973145,NA,2015,9,Proportion of medium and high-tech industry value added in total value added,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,9.c.1,"Proportion of population covered by a mobile network, by technology (%) (AL4G)",UN,see https://unstats.un.org/sdgs/metadata/,Percent,98,1,0.1072927936911583,70,95.15132904052734,100,100,18.640581130981445,0.2601137161254883,2016,9,"Proportion of population covered by a mobile network, by technology",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,10.1.1,Difference between the annual average growth rates mong the bottom 40 per cent of the population and the total population (3 year average),OECD,OECD Income Distribution Database,RATIO,NA,1,NA,-1.7708193063735962,0.010669737122952938,2.381510019302368,1.0914955139160156,0.8320120573043823,1.2990505695343018,NA,10,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,10.4.1,Compensation of employees as a share of GDP,OECD,Annual National Accounts,Percent,47.1341552734375,0,NA,26.08418083190918,45.68367004394531,58.51546859741211,NA,7.190549850463867,NA,2017,10,Labour share of GDP,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,10.b.1,Official development assistance to LDCs and SIDs,OECD,Creditor Reporting System Aid Activity (database),Millions USD,1567.9599609375,0,NA,6.5,5356.96435546875,12767.2099609375,NA,2245.337646484375,NA,2017,10,"Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,11.1.1,Dwellings with access to basic sanitation,OECD,OECD Better Life Index,Percent,NA,1,NA,85.1500015258789,97.50712585449219,100,100,4.168971061706543,0.5979591012001038,NA,11,"Proportion of urban population living in slums, informal settlements or inadequate housing",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,11.6.1,Material recovery rate of municipal waste (recycling and composting),OECD,OECD Environment database,Percent,42.004,1,1.0124094486236572,4.98799991607666,34.19917678833008,72.8219985961914,57.65700149536133,15.461136817932129,1.517212152481079,2015,11,"Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities",NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,11.6.2,Mean population exposure to PM2.5 in metropolitan areas,OECD,OECD Environment database,Micrograms per cubic meter,8.52437,-1,0,5.906030178070068,12.56318473815918,25.13888931274414,10,5.744777202606201,0.44617652893066406,2017,11,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,11.b.1,Countries with legislative and/or regulatory provisions been made for managing disaster risk (1 = YES; 0 = NO),UN,see https://unstats.un.org/sdgs/metadata/,Number,1,1,0,1,1,1,1,0,0,2015,11,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,NA,NA
AUS,http://dx.doi.org/10.1787/888933962873,12.2.2,Domestic material consumption per GDP,OECD,OECD Green Growth Indicators,kg per 2010 USD,0.6516954835547903,-1,1.5826479196548462,0.11716501414775848,0.33298957347869873,1.8676793575286865,0.16968536376953125,0.30455929040908813,0.5361984372138977,2017,12,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",NA,NA
