Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Cause of death],[Nature],[Reporting Type],[Sex],[Units]
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2015","8","2015","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","EXPLOSIVES","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2015","40","2015","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","OTHER","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","8","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","FEMALE","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","39","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","OTHER","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","11","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","_U","_T","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","9","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","<18Y","_T","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","14","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","SMALLARMS","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","15","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_U","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","10","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","EXPLOSIVES","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","85","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","MALE","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","23","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","HEAVYWEAPONS","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","7","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","_U","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","100","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2016","80","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","18+","_T","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","10","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","EXPLOSIVES","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","9","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","FEMALE","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","9","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","<18Y","_T","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","83","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","18+","_T","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","2","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","_U","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","100","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","89","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","MALE","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","13","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","SMALLARMS","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","20","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","HEAVYWEAPONS","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","16","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_U","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","41","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","OTHER","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2017","8","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","_U","_T","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2018","31","2018","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","_T","N","G","_U","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2018","8","2018","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","ALLAGE","EXPLOSIVES","N","G","BOTHSEX","PERCENT"
"16","16.1","16.1.2","VC_DTH_TOTPT","Conflict-related total death rate, by sex, age and cause of death (%)","1","World","2018","42","2018","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","The figures include only direct conflict-related deaths recorded by the United Nations. This figure includes only documented and verified deaths (civilians, non-civilians, and unknown status of person killed) caused directly by war operations for the armed conflicts in Afghanistan, Central African Republic, Democratic Republic of Congo, Iraq, Libya, Mali, Somalia, South Sudan, State of Palestine and Israel, Syria, Ukraine, and Yemen. This figure may vary from other UN civilian casualty figures due to the methodology used that build on UN casualty data while integrating new data sources. Data from 2015 to 2021 have been updated due to the availability of new verified data.","_U","_T","N","G","BOTHSEX","PERCENT"
