Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Disability status],[Nature],[Population Group],[Reporting Type],[Sex],[Type of occupation],[Units]
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","84","Belize","2022","1.28","2022","","","","","HRMIS","","","ALLAGE","_T","C","TOTAL","G","FEMALE","GENERAL","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","96","Brunei Darussalam","2021","1.13","2021","","","","","Royal Brunei Police Force","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","100","Bulgaria","2020","1.28","2020","","","","","Bulgaria National Statistics Institute","","Data are rounded to nearest hundred. ‘Public servants’ include public sector employees in the following NACE rev.2: Public administration and defense; compulsory social security, Education and Human health and social work activities. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","100","Bulgaria","2020","0.86","2020","","","","","Bulgaria National Statistics Institute","","Data are rounded to nearest hundred. ‘Public servants’ include public sector employees in the following NACE rev.2: Public administration and defense; compulsory social security, Education and Human health and social work activities. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","OTHERMAN","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","100","Bulgaria","2020","1.08","2020","","","","","Bulgaria National Statistics Institute","","Data are rounded to nearest hundred. ‘Public servants’ include public sector employees in the following NACE rev.2: Public administration and defense; compulsory social security, Education and Human health and social work activities. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","SENIORMAN","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","100","Bulgaria","2020","0.48","2020","","","","","Bulgaria National Statistics Institute","","Data are rounded to nearest hundred. ‘Public servants’ include public sector employees in the following NACE rev.2: Public administration and defense; compulsory social security, Education and Human health and social work activities. For additional details provided by the country, please contact sdg16indicators@undp.org.","<35Y","_T","C","TOTAL","G","BOTHSEX","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","100","Bulgaria","2020","1.32","2020","","","","","Bulgaria National Statistics Institute","","Data are rounded to nearest hundred. ‘Public servants’ include public sector employees in the following NACE rev.2: Public administration and defense; compulsory social security, Education and Human health and social work activities. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","ADMINPRO","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","100","Bulgaria","2020","1.42","2020","","","","","Bulgaria National Statistics Institute","","Data are rounded to nearest hundred. ‘Public servants’ include public sector employees in the following NACE rev.2: Public administration and defense; compulsory social security, Education and Human health and social work activities. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","ASSOCPRO","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","100","Bulgaria","2020","1.80","2020","","","","","Bulgaria National Statistics Institute","","Data are rounded to nearest hundred. ‘Public servants’ include public sector employees in the following NACE rev.2: Public administration and defense; compulsory social security, Education and Human health and social work activities. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","GENERAL","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","104","Myanmar","2020","1.19","2020","","","","","Union Civil Service Board, Central Statistical Organization","","It includes all units of the government, i.e. all ministries, agencies, departments and institutions at both central and sub- central levels of government that are controlled by public authorities. Age groups are different from those requested: 18-30, 31-40, 41-50, 51-60.","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","108","Burundi","2020","0.74","2020","","","","","HIES - Living Standards Measurement Survey","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","112","Belarus","2019","0.75","2019","","","","","State statistical report","","For Belarus, ‘youth’ are young people below age 30, as distinct from the UNDP indicator “below age 34”.","<35Y","_T","C","TOTAL","G","BOTHSEX","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","112","Belarus","2019","0.99","2019","","","","","State statistical report","","For Belarus, ‘youth’ are young people below age 30, as distinct from the UNDP indicator “below age 34”.","ALLAGE","PD","C","TOTAL","G","BOTHSEX","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","112","Belarus","2019","1.25","2019","","","","","State statistical report","","For Belarus, ‘youth’ are young people below age 30, as distinct from the UNDP indicator “below age 34”.","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","112","Belarus","2021","0.76","2021","","","","","State statistical report","","For Belarus, ‘youth’ are young people below age 30, as distinct from the UNDP indicator “below age 34”.","<35Y","_T","C","TOTAL","G","BOTHSEX","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","112","Belarus","2021","1.28","2021","","","","","State statistical report","","For Belarus, ‘youth’ are young people below age 30, as distinct from the UNDP indicator “below age 34”.","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","112","Belarus","2021","0.66","2021","","","","","State statistical report","","For Belarus, ‘youth’ are young people below age 30, as distinct from the UNDP indicator “below age 34”.","ALLAGE","PD","C","TOTAL","G","BOTHSEX","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","116","Cambodia","2019","0.37","2019","","","","","Labour Force Survey","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","124","Canada","2021","1.11","2021","","","","","StatCan https://www.canada.ca/en/treasury-board-secretariat/services/innovation/human-resources-statistics/diversity-inclusion-statistics/employment-equity-public-service-representation-women-department-agency-departmental-workforce-availability-estimates.html","","1) numbers are estimates by Statistics Canada based on the 2016 census; 2)  includes civilians in National Defence;","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","124","Canada","2022","1.12","2022","","","","","StatCan https://www.canada.ca/en/treasury-board-secretariat/services/innovation/human-resources-statistics/diversity-inclusion-statistics/employment-equity-public-service-representation-women-department-agency-departmental-workforce-availability-estimates.html","","1) numbers are estimates by Statistics Canada based on the 2016 census; 2)  includes civilians in National Defence;","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","144","Sri Lanka","2020","0.73","2020","","","","","Labour Force Survey","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","148","Chad","2018","0.21","2018","","","","","HIES - Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménage","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","152","Chile","2020","0.92","2020","","","","","Encuesta de Caracterización Socioeconómica Nacional ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","170","Colombia","2022","0.25","2022","","","","","SIGEP-DAFP","","Differences exist between the information required by the indicator and estimates provided by the country due to differences with ISCO. For additional details provided by the country, please contact sdg16indicators@undp.org.","<35Y","_T","C","TOTAL","G","BOTHSEX","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","170","Colombia","2022","1.23","2022","","","","","SIGEP-DAFP","","Differences exist between the information required by the indicator and estimates provided by the country due to differences with ISCO. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","ADMINPRO","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","170","Colombia","2022","1.03","2022","","","","","SIGEP-DAFP","","Differences exist between the information required by the indicator and estimates provided by the country due to differences with ISCO. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","ASSOCPRO","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","170","Colombia","2022","0.78","2022","","","","","SIGEP-DAFP","","Differences exist between the information required by the indicator and estimates provided by the country due to differences with ISCO. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","GENERAL","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","170","Colombia","2022","1.04","2022","","","","","SIGEP-DAFP","","Differences exist between the information required by the indicator and estimates provided by the country due to differences with ISCO. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","OTHERMAN","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","170","Colombia","2022","1.00","2022","","","","","SIGEP-DAFP","","Differences exist between the information required by the indicator and estimates provided by the country due to differences with ISCO. For additional details provided by the country, please contact sdg16indicators@undp.org.","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","174","Comoros","2021","0.70","2021","","","","","Labour Force Survey","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","184","Cook Islands","2019","0.68","2019","","","","","Labour Force Survey","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","188","Costa Rica","2022","1.17","2022","","","","","Encuesta Continua de Empleo","","Para los sectores de Salud, educación, policía y administrativo es posible realizar las siguiente desagregación  por grupos de Grupos de edades:15 a 34 años; 35 a 44 años; 45 años y más","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","191","Croatia","2021","0.92","2021","","","","","Labour Force Survey","","","ALLAGE","_T","C","TOTAL","G","FEMALE","TOTAL_PSP","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2020","0.81","2020","","","","","Administrative records (payroll of all public service employees kept by the Treasury of the Republic)","","Hourly paid workers are not included. They number around 8300 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","ASSOCPRO","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2020","1.55","2020","","","","","Administrative records (payroll of all public service employees kept by the Treasury of the Republic)","","Hourly paid workers are not included. They number around 8300 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","GENERAL","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2020","0.64","2020","","","","","Administrative records (payroll of all public service employees kept by the Treasury of the Republic)","","Hourly paid workers are not included. They number around 8300 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","SENIORMAN","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2020","1.17","2020","","","","","Administrative records (payroll of all public service employees kept by the Treasury of the Republic)","","Hourly paid workers are not included. They number around 8300 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","OTHERMAN","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2020","1.43","2020","","","","","Administrative records (payroll of all public service employees kept by the Treasury of the Republic)","","Hourly paid workers are not included. They number around 8300 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","ADMINPRO","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2021","1.43","2021","","","","","Administrative records (Treasury of the Republic of Cyprus)","","Hourly paid workers are not included. They number around 8000 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","ADMINPRO","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2021","0.82","2021","","","","","Administrative records (Treasury of the Republic of Cyprus)","","Hourly paid workers are not included. They number around 8000 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","ASSOCPRO","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2021","0.69","2021","","","","","Administrative records (Treasury of the Republic of Cyprus)","","Hourly paid workers are not included. They number around 8000 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","SENIORMAN","Ratio"
"16","16.7","16.7.1","SG_DMK_PSRVC","Proportions of positions in the public service compared to national distributions (ratio)","196","Cyprus","2021","1.66","2021","","","","","Administrative records (Treasury of the Republic of Cyprus)","","Hourly paid workers are not included. They number around 8000 persons.","ALLAGE","_T","C","TOTAL","G","FEMALE","GENERAL","Ratio"
