Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Location],[Nature],[Observation Status],[Reporting Type],[Sex],[Units]
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2010","44.2","2010","","","","","DANE","","Data source: National Quality of Life Survey 2010; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza multidimensional en Colombia","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2010","42.9","2010","","","","","DANE","","Data source: National Quality of Life Survey 2010; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza multidimensional en Colombia","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2010","41.9","2010","","","","","DANE","","Data source: National Quality of Life Survey 2010; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza multidimensional en Colombia","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2011","42.8","2011","","","","","DANE","","Data source: National Quality of Life Survey 2011; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2011","41.9","2011","","","","","DANE","","Data source: National Quality of Life Survey 2011; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2011","44.1","2011","","","","","DANE","","Data source: National Quality of Life Survey 2011; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2012","42.3","2012","","","","","DANE","","Data source: National Quality of Life Survey 2012; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2012","43.5","2012","","","","","DANE","","Data source: National Quality of Life Survey 2012; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2012","41.5","2012","","","","","DANE","","Data source: National Quality of Life Survey 2012; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2013","42.9","2013","","","","","DANE","","Data source: National Quality of Life Survey 2013; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2013","41.6","2013","","","","","DANE","","Data source: National Quality of Life Survey 2013; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2013","42.2","2013","","","","","DANE","","Data source: National Quality of Life Survey 2013; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2014","40.5","2014","","","","","DANE","","Data source: National Quality of Life Survey 2014; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2014","41.6","2014","","","","","DANE","","Data source: National Quality of Life Survey 2014; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2014","42.7","2014","","","","","DANE","","Data source: National Quality of Life Survey 2014; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2015","40.7","2015","","","","","DANE","","Data source: National Quality of Life Survey 2015; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2015","42.7","2015","","","","","DANE","","Data source: National Quality of Life Survey 2015; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2015","41.7","2015","","","","","DANE","","Data source: National Quality of Life Survey 2015; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2016","41.3","2016","","","","","DANE","","Data source: National Quality of Life Survey 2016; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2016","42.0","2016","","","","","DANE","","Data source: National Quality of Life Survey 2016; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2016","40.6","2016","","","","","DANE","","Data source: National Quality of Life Survey 2016; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2017","41.4","2017","","","","","DANE","","Data source: National Quality of Life Survey 2017; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2018","42.4","2018","","","","","DANE","","Data source: National Quality of Life Survey 2018; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2018","41.1","2018","","","","","DANE","","Data source: National Quality of Life Survey 2018; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2018","41.7","2018","","","","","DANE","","Data source: National Quality of Life Survey 2018; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2019","40.9","2019","","","","","DANE","","Data source: National Quality of Life Survey 2019; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2019","41.4","2019","","","","","DANE","","Data source: National Quality of Life Survey 2019; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2019","42.0","2019","","","","","DANE","","Data source: National Quality of Life Survey 2019; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2020","41.4","2020","","","","","DANE","","Data source: National Quality of Life Survey 2020; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2020","40.9","2020","","","","","DANE","","Data source: National Quality of Life Survey 2020; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2020","41.9","2020","","","","","DANE","","Data source: National Quality of Life Survey 2020; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2021","41.6","2021","","","","","DANE","","Data source: National Quality of Life Survey 2021; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2021","40.2","2021","","","","","DANE","","Data source: National Quality of Life Survey 2021; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2021","40.8","2021","","","","","DANE","","Data source: National Quality of Life Survey 2021; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2022","41.2","2022","","","","","DANE","","Data source: National Quality of Life Survey 2022; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2022","39.4","2022","","","","","DANE","","Data source: National Quality of Life Survey 2022; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","170","Colombia","2022","40.3","2022","","","","","DANE","","Data source: National Quality of Life Survey 2022; Topics included: Educational conditions, Job, Health, Housing conditions and public services, childhood and youth conditions; Overall number of indicators: 15; Official publication: Pobreza Multidimensional","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","188","Costa Rica","2010","27.0","2010","","","","","The National Institute of Statistics and Census of Costa Rica","","Data source: Costa Rica National Household Survey 2010; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Encuesta Nacional de Hogares
Julio 2022
RESULTADOS GENERALES (https://admin.inec.cr/sites/default/files/2022-10/reenaho2022.pdf)","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","188","Costa Rica","2010","29.8","2010","","","","","The National Institute of Statistics and Census of Costa Rica","","Data source: Costa Rica National Household Survey 2010; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Encuesta Nacional de Hogares
Julio 2022
RESULTADOS GENERALES (https://admin.inec.cr/sites/default/files/2022-10/reenaho2022.pdf)","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","188","Costa Rica","2010","28.3","2010","","","","","The National Institute of Statistics and Census of Costa Rica","","Data source: Costa Rica National Household Survey 2010; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Encuesta Nacional de Hogares
Julio 2022
RESULTADOS GENERALES (https://admin.inec.cr/sites/default/files/2022-10/reenaho2022.pdf)","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","188","Costa Rica","2011","28.1","2011","","","","","The National Institute of Statistics and Census of Costa Rica","","Data source: Costa Rica National Household Survey 2011; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Encuesta Nacional de Hogares
Julio 2022
RESULTADOS GENERALES (https://admin.inec.cr/sites/default/files/2022-10/reenaho2022.pdf)","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","188","Costa Rica","2011","26.9","2011","","","","","The National Institute of Statistics and Census of Costa Rica","","Data source: Costa Rica National Household Survey 2011; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Encuesta Nacional de Hogares
Julio 2022
RESULTADOS GENERALES (https://admin.inec.cr/sites/default/files/2022-10/reenaho2022.pdf)","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","188","Costa Rica","2011","29.6","2011","","","","","The National Institute of Statistics and Census of Costa Rica","","Data source: Costa Rica National Household Survey 2011; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Encuesta Nacional de Hogares
Julio 2022
RESULTADOS GENERALES (https://admin.inec.cr/sites/default/files/2022-10/reenaho2022.pdf)","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","188","Costa Rica","2012","29.3","2012","","","","","The National Institute of Statistics and Census of Costa Rica","","Data source: Costa Rica National Household Survey 2012 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Encuesta Nacional de Hogares
Julio 2022
RESULTADOS GENERALES (https://admin.inec.cr/sites/default/files/2022-10/reenaho2022.pdf)","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_ANDI","Average proportion of deprivations for people multidimensionally poor (%)","188","Costa Rica","2012","26.7","2012","","","","","The National Institute of Statistics and Census of Costa Rica","","Data source: Costa Rica National Household Survey 2012 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Encuesta Nacional de Hogares
Julio 2022
RESULTADOS GENERALES (https://admin.inec.cr/sites/default/files/2022-10/reenaho2022.pdf)","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
