Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Cause of death],[Nature],[Reporting Type],[Sex],[Units]
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","4","Afghanistan","2016","10.32912","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","4","Afghanistan","2017","9.79894","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","4","Afghanistan","2018","10.51697","2018","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","4","Afghanistan","2019","9.16078","2019","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","4","Afghanistan","2020","7.9189","2020","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","4","Afghanistan","2021","6.25214","2021","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","4","Afghanistan","2022","1.49826","2022","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","4","Afghanistan","2023","0.57826","2023","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","104","Myanmar","2021","2.76398","2021","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","104","Myanmar","2022","2.37505","2022","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","104","Myanmar","2023","2.75281","2023","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2015","8.05295","2015","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2016","5.43455","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2017","16.92743","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2018","14.79297","2018","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2019","6.68399","2019","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2020","2.63656","2020","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2021","8.84741","2021","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2022","6.10876","2022","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","140","Central African Republic","2023","5.74409","2023","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2015","1.22211","2015","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2016","1.04515","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2017","2.3385","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2018","1.23347","2018","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2019","1.53591","2019","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2020","3.07669","2020","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2021","2.62147","2021","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2022","2.96775","2022","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","180","Democratic Republic of the Congo","2023","2.64595","2023","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","231","Ethiopia","2020","0.34072","2020","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","231","Ethiopia","2021","1.14617","2021","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","231","Ethiopia","2022","0.50155","2022","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","275","State of Palestine","2015","1.67432","2015","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. Figures include data on deaths that occurred in the State of Palestine and Israel. Due to the continuing intensity of the conflict in Gaza, the United Nations is still in the process of verifying disaggregated data for 2023.","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","275","State of Palestine","2016","0.91906","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. Figures include data on deaths that occurred in the State of Palestine and Israel. Due to the continuing intensity of the conflict in Gaza, the United Nations is still in the process of verifying disaggregated data for 2023.","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","275","State of Palestine","2017","0.80719","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. Figures include data on deaths that occurred in the State of Palestine and Israel. Due to the continuing intensity of the conflict in Gaza, the United Nations is still in the process of verifying disaggregated data for 2023.","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","275","State of Palestine","2018","1.91836","2018","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. Figures include data on deaths that occurred in the State of Palestine and Israel. Due to the continuing intensity of the conflict in Gaza, the United Nations is still in the process of verifying disaggregated data for 2023.","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","275","State of Palestine","2019","0.73948","2019","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. Figures include data on deaths that occurred in the State of Palestine and Israel. Due to the continuing intensity of the conflict in Gaza, the United Nations is still in the process of verifying disaggregated data for 2023.","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","275","State of Palestine","2020","0.25646","2020","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. Figures include data on deaths that occurred in the State of Palestine and Israel. Due to the continuing intensity of the conflict in Gaza, the United Nations is still in the process of verifying disaggregated data for 2023.","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","275","State of Palestine","2021","1.67551","2021","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. Figures include data on deaths that occurred in the State of Palestine and Israel. Due to the continuing intensity of the conflict in Gaza, the United Nations is still in the process of verifying disaggregated data for 2023.","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","275","State of Palestine","2022","1.53241","2022","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. Figures include data on deaths that occurred in the State of Palestine and Israel. Due to the continuing intensity of the conflict in Gaza, the United Nations is still in the process of verifying disaggregated data for 2023.","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","368","Iraq","2015","18.01434","2015","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","368","Iraq","2016","16.58786","2016","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","368","Iraq","2017","9.00498","2017","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","368","Iraq","2018","2.2595","2018","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","368","Iraq","2019","0.83","2019","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","368","Iraq","2020","0.48522","2020","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
"16","16.1","16.1.2","VC_DTH_TOTR","Number of total conflict-related deaths per 100,000 population (Per 100,000 population)","368","Iraq","2021","0.63384","2021","","","","","Office of the High Commissioner for Human Rights (OHCHR)","","Figures include direct conflict-related deaths recorded by the United Nations, applying casualty recording methodology and integrating consistent data collected by other sources, when applicable. Previous data may be updated as new data becomes available. The death rate was calculated on the basis of civilian deaths only. ","ALLAGE","_T","G","G","BOTHSEX","PER_100000_POP"
