Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Disability status],[Nature],[Population Group],[Reporting Type],[Sex],[Type of occupation],[Units]
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","51","Armenia","2016","0.49","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","51","Armenia","2018","0.55","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","51","Armenia","2020","0.5","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","56","Belgium","2016","1","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","56","Belgium","2018","1.01","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","56","Belgium","2020","1.1","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","70","Bosnia and Herzegovina","2021","1.38","2021","","","","","Administrative data from: High Judicial and Prosecutorial Council of Bosnia and Herzegovina, Court of BiH, Court of FBiH and Court of RS.","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","100","Bulgaria","2020","1.33","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","144","Sri Lanka","2018","0.24","2018","","","","","NSO Gender Statistics on Judges ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","144","Sri Lanka","2019","0.28","2019","","","","","NSO Gender Statistics on Judges ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","144","Sri Lanka","2020","0.39","2020","","","","","NSO Gender Statistics on Judges ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","144","Sri Lanka","2021","0.4","2021","","","","","NSO Gender Statistics on Judges ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","191","Croatia","2020","1.33","2020","","","","","Personnel records of Ministry of Justice and Public Administration of the Republic of Croatia","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","191","Croatia","2020","1.69","2020","","","","","Personnel records of Ministry of Justice and Public Administration of the Republic of Croatia","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","191","Croatia","2021","1.33","2021","","","","","Ministry of Justice and Public Administration, Statistical overview of the work of the courts in 2021","","Personnel records of the Ministry of Justice and Public Administration, Statistical overview of the work of the courts in 2021","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","191","Croatia","2021","1.69","2021","","","","","Ministry of Justice and Public Administration, Statistical overview of the work of the courts in 2021","","Personnel records of the Ministry of Justice and Public Administration, Statistical overview of the work of the courts in 2021","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","191","Croatia","2021","0.93","2021","","","","","Personnel records of the Ministry of Justice and Public Administration, Statistical overview of the work of the courts in 2021","","","<45Y","_T","C","TOTAL","G","BOTHSEX","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","191","Croatia","2021","0.03","2021","","","","","Personnel records of the Ministry of Justice and Public Administration, Statistical overview of the work of the courts in 2021","","","<45Y","_T","C","TOTAL","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","203","Czechia","2021","1.05","2021","","","","","Czech Statistical  Office","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","203","Czechia","2022","0.11","2022","","","","","Ministry of Justice of the Czech Republic","","","<45Y","_T","C","TOTAL","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","203","Czechia","2022","1.06","2022","","","","","Ministry of Justice of the Czech Republic","","Only aggregated data is available and the age groups are different. The following age groups are used: <35,35-39, 4 -54,55-64,65+; ","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","208","Denmark","2019","1.01","2019","","","","","Denmark – Register based Labour Force Survey","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","208","Denmark","2019","1.56","2019","","","","","Denmark – Register based Labour Force Survey","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","208","Denmark","2020","1.09","2020","","","","","Register-based labour force statistics","","","<45Y","_T","C","TOTAL","G","BOTHSEX","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","208","Denmark","2020","0.49","2020","","","","","Register-based labour force statistics","","","<45Y","_T","C","TOTAL","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","208","Denmark","2020","1","2020","","","","","Register-based labour force statistics","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","208","Denmark","2020","1.6","2020","","","","","Register-based labour force statistics","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","218","Ecuador","2021","1.07","2021","","","","","Judiciary Council Staff Information","","Judiciary Council-CJ register does not maintain a classification by age groups. Court clerks and clerks are not disaggregated by type of court in which they work. To report the information, we put both clerks in the category of higher lever court but they could work on both levels. The Secretaries of the National Court and the Secretary of the Criminal Court are not included in the category of registrars.","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","218","Ecuador","2021","0.57","2021","","","","","Judiciary Council Staff Information","","Judiciary Council-CJ register does not maintain a classification by age groups. Court clerks and clerks are not disaggregated by type of court in which they work. To report the information, we put both clerks in the category of higher lever court but they could work on both levels. The Secretaries of the National Court and the Secretary of the Criminal Court are not included in the category of registrars.","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","218","Ecuador","2022","0.6","2022","","","","","DNP Personnel Distribution","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","218","Ecuador","2022","1.32","2022","","","","","DNP Personnel Distribution","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","218","Ecuador","2022","0.63","2022","","","","","DNP Personnel Distribution","","","<45Y","_T","C","TOTAL","G","BOTHSEX","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","218","Ecuador","2022","0.2","2022","","","","","DNP Personnel Distribution","","","<45Y","_T","C","TOTAL","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","218","Ecuador","2022","0.05","2022","","","","","DNP Personnel Distribution","","","ALLAGE","PD","C","TOTAL","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","218","Ecuador","2022","0.03","2022","","","","","DNP Personnel Distribution","","","ALLAGE","PD","C","TOTAL","G","BOTHSEX","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","233","Estonia","2020","1.13","2020","","","","","Ministry of Justice of the Republic of Estonia","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","233","Estonia","2020","1.74","2020","","","","","Ministry of Justice of the Republic of Estonia","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","233","Estonia","2021","1.39","2021","","","","","Ministry of Justice of the Republic of Estonia","","","<45Y","_T","C","TOTAL","G","BOTHSEX","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","233","Estonia","2021","0.45","2021","","","","","Ministry of Justice of the Republic of Estonia","","","<45Y","_T","C","TOTAL","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","233","Estonia","2021","1.13","2021","","","","","Ministry of Justice of the Republic of Estonia","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","233","Estonia","2021","1.81","2021","","","","","Ministry of Justice of the Republic of Estonia","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","242","Fiji","2017","0.1","2017","","","","","Fiji Women's Rights Movement Report ""Balancing the scales""","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","246","Finland","2020","1","2020","","","","","Statistics Finland","","Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency.","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","246","Finland","2020","1.16","2020","","","","","Statistics Finland","","Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency.","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","250","France","2016","1.21","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","250","France","2018","1.24","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","250","France","2020","1.3","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","268","Georgia","2016","1","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","268","Georgia","2018","0.99","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","268","Georgia","2020","1.13","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","275","State of Palestine","2020","0.21","2020","","","","","Palestinian central bureau of statistic","","The number of judges includes the judges working in Civil judiciary and Sharia judiciary; The number of registrars includes the registrars working in Civil judiciary and Sharia judiciary","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","275","State of Palestine","2021","0.22","2021","","","","","Palestinian central bureau of statistic; General Personnel Council","","The number of judges includes the judges working in Civil judiciary and Sharia judiciary; The number of registrars includes the registrars working in Civil judiciary and Sharia judiciary","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","276","Germany","2019","0.76","2019","","","","","Federal Office of Justice","","*in full-time equivalents; **no data are available for 2019 from federal courts. The data from 2018 have therefore been included for federal courts.","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","300","Greece","2020","1.35","2020","","","","","Administrative data from Ministry of Justice","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","328","Guyana","2021","1.33","2021","","","","","Supreme Court of Judicature; Court of Appeal","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","328","Guyana","2022","1.33","2022","","","","","Supreme Court of Judicature","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","344","China, Hong Kong Special Administrative Region","2021","0.82","2021","","","","","Administrative records of the Judiciary of the Hong Kong Special Administrative Region of the People's Republic of China","","Figures of Judges and Judicial Officers are as at 31 December 2021. For the youth representation ratios, the denominator refers to the persons aged below 45 in the employed persons (excluding foreign domestic helpers).","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","348","Hungary","2016","1.32","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","348","Hungary","2018","1.31","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","348","Hungary","2020","1.32","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","352","Iceland","2018","0.93","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","352","Iceland","2020","0.8","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","372","Ireland","2016","0.4","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","372","Ireland","2018","1","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","372","Ireland","2020","1","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","376","Israel","2021","0.95","2021","","","","","Judges and Registrars Division","","Judges of the National Labor Court are listed as District Court Judges. Magistrates' Courts serve as courts of first instance for criminal and civil cases within their jurisdiction, and also act as traffic, municipal, family, juvenile and small claims courts. Family Court Judges and Regional Labor Court Judges are listed as Magistrates' Court Judges. Please note: 1. One of the Registrars of the Supreme Court holds an appointment as a Magistrates' Court judge. 2.  For legal reasons, the Courts Administration does not independently collect data regarding the proportions of people with disabilities within the judiciary. ","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","376","Israel","2022","0.24","2022","","","","","Judges and Registrars Division","","POP_A = ""Arabs"". Judges of the National Labor Court are listed as District Court Judges. Magistrates' Courts serve as courts of first instance for criminal and civil cases within their jurisdiction, and also act as traffic, municipal, family, juvenile and small claims courts. Family Court Judges and Regional Labor Court Judges are listed as Magistrates' Court Judges. Please note: 1. One of the Registrars of the Supreme Court holds an appointment as a Magistrates' Court judge. 2.  For legal reasons, the Courts Administration does not independently collect data regarding the proportions of people with disabilities within the judiciary. ","ALLAGE","_T","C","POP_A","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","376","Israel","2022","0.96","2022","","","","","Judges and Registrars Division","","Judges of the National Labor Court are listed as District Court Judges. Magistrates' Courts serve as courts of first instance for criminal and civil cases within their jurisdiction, and also act as traffic, municipal, family, juvenile and small claims courts. Family Court Judges and Regional Labor Court Judges are listed as Magistrates' Court Judges. Please note: 1. One of the Registrars of the Supreme Court holds an appointment as a Magistrates' Court judge. 2.  For legal reasons, the Courts Administration does not independently collect data regarding the proportions of people with disabilities within the judiciary. ","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","380","Italy","2016","1.03","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","380","Italy","2018","1.09","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","380","Italy","2020","1.12","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","398","Kazakhstan","2021","0.94","2021","","","","","Data provided by the Department for Ensuring the Activities of Courts under the Supreme Court of the Republic of Kazakhstan.","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","398","Kazakhstan","2021","1.46","2021","","","","","Data provided by the Department for Ensuring the Activities of Courts under the Supreme Court of the Republic of Kazakhstan.","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","398","Kazakhstan","2022","1.51","2022","","","","","Data provided by the Department for Ensuring the Activities of Courts under the Supreme Court of the Republic of Kazakhstan.","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","398","Kazakhstan","2022","0.17","2022","","","","","Data provided by the Department for Ensuring the Activities of Courts under the Supreme Court of the Republic of Kazakhstan.","","","<45Y","_T","C","TOTAL","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC_HGR","Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)","398","Kazakhstan","2022","1.35","2022","","","","","Data provided by the Department for Ensuring the Activities of Courts under the Supreme Court of the Republic of Kazakhstan.","","","<45Y","_T","C","TOTAL","G","BOTHSEX","REGISTRARS","Ratio"
