Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Location],[Nature],[Reporting Type],[Sex],[Units]
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","0.0625","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","65+","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","0.25417","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","55-64","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","1.67083","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","45-54","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","12","Algeria","2012","0.83333","2012","","","","","Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.","","Travel related to unpaid care work is not included.","12+","ALLAREA","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","12","Algeria","2012","0.83333","2012","","","","","Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.","","Travel related to unpaid care work is not included.","15-24","ALLAREA","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","12","Algeria","2012","2.08333","2012","","","","","Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.","","Travel related to unpaid care work is not included.","12+","RURAL","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","32","Argentina","2005","4.02778","2005","","","","","Calculated by UNSD based on available country data from the Time use survey in Annual Household Survey 2005 to apply ICATUS.","","","15+","ALLAREA","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","32","Argentina","2005","1.52778","2005","","","","","Calculated by UNSD based on available country data from the Time use survey in Annual Household Survey 2005 to apply ICATUS.","","","15+","ALLAREA","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","32","Argentina","2010","4.65278","2010","","","","","Calculated by UNSD based on available country data from the Time-use and Volunteer Activities Survey to apply ICATUS.","","","15+","ALLAREA","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","32","Argentina","2010","1.66667","2010","","","","","Calculated by UNSD based on available country data from the Time-use and Volunteer Activities Survey to apply ICATUS.","","","15+","ALLAREA","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","32","Argentina","2013","3.89425","2013","","","","","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.","","Work for other households has been included under ""unpaid care work"" as it might include other family members.","15+","ALLAREA","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","1.04167","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","15-24","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","0.2","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","55-64","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","3.93333","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","25-44","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","1.8375","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","15+","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","2.1375","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","45-54","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","1.01667","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","15-24","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","1.325","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","15-24","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","2.02083","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","45-54","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","5.42083","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","25-44","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","0.05833","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","65+","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","32","Argentina","2013","9.69299","2013","","","","","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.","","Work for other households has been included under ""unpaid care work"" as it might include other family members.","15+","ALLAREA","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","36","Australia","2006","4.86111","2006","","","","","Australian Bureau of Statistics based on 2006 Time Use Survey","","""Support for adults"" has been included under unpaid care work as it might include both household and family members and non-household and -family members.","15+","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","36","Australia","2006","2.01389","2006","","","","","Australian Bureau of Statistics based on 2006 Time Use Survey","","""Support for adults"" has been included under unpaid care work as it might include both household and family members and non-household and -family members.","15+","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.89381","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","10+","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","3.03468","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15+","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.52585","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15-24","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","6.95977","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","25-44","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.16339","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","45-54","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.95407","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","55-64","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","1.69583","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","15+","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","2.38333","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","15+","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","0.0875","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","65+","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","3.06667","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","15+","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","2.3125","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","45-54","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2010","0.24167","2010","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","55-64","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2013","1.22917","2013","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","15-24","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2013","0.125","2013","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","65+","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2013","0.38333","2013","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","55-64","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","756","Switzerland","2013","3.62083","2013","","","","","Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module","","","25-44","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.58183","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","65+","ALLAREA","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.37771","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","10+","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.47158","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15+","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.09529","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","55-64","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.42513","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15-24","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.57632","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","65+","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.15612","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","10+","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.23275","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15+","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.61662","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15-24","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.41844","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","25-44","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.5936","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","65+","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.78134","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","10+","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.90707","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15+","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.08549","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15-24","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.89903","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","25-44","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","3.37623","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","45-54","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.28427","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","55-64","URBAN","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.59618","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","25-44","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.70267","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","45-54","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.4186","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","55-64","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.58187","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","65+","ALLAREA","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.93076","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","10+","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","3.0818","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15+","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.83995","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15-24","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","7.08241","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","25-44","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.28937","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","45-54","RURAL","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.7796","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","45-54","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.48312","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","55-64","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.43218","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","65+","RURAL","C","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.82799","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","10+","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.95203","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15+","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.01553","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","15-24","URBAN","C","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","6.76248","2008-2009","","","","","Statistics Austria based on Time Use Survey 2008/09","","","25-44","URBAN","C","G","FEMALE","PERCENT"
