Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Location],[Nature],[Observation Status],[Reporting Type],[Sex],[Units]
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2016","58.0","2016","","","","","Department of Census and Statistics","","Data source: the Demography and Health Survey (DHS) 2016; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Global Multidimensional Poverty for Sri Lanka","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2016","2.3","2016","","","","","Department of Census and Statistics","","Data source: the Demography and Health Survey (DHS) 2016; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Global Multidimensional Poverty for Sri Lanka","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2016","2.5","2016","","","","","Department of Census and Statistics","","Data source: the Demography and Health Survey (DHS) 2016; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Global Multidimensional Poverty for Sri Lanka","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2016","2.3","2016","","","","","Department of Census and Statistics","","Data source: the Demography and Health Survey (DHS) 2016; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Global Multidimensional Poverty for Sri Lanka","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2016","2.4","2016","","","","","Department of Census and Statistics","","Data source: the Demography and Health Survey (DHS) 2016; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Global Multidimensional Poverty for Sri Lanka","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2016","2.6","2016","","","","","Department of Census and Statistics","","Data source: the Demography and Health Survey (DHS) 2016; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Global Multidimensional Poverty for Sri Lanka","<18Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2019","16.0","2019","","","","","Department of Census and Statistics","","Data source: the Household Income and Expenditure
Survey 2019; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Multidimensional Poverty in Sri Lanka","ALLAGE","ALLAREA","C","B","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2019","4.4","2019","","","","","Department of Census and Statistics","","Data source: the Household Income and Expenditure
Survey 2019; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Multidimensional Poverty in Sri Lanka","ALLAGE","URBAN","C","B","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2019","16.6","2019","","","","","Department of Census and Statistics","","Data source: the Household Income and Expenditure
Survey 2019; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Multidimensional Poverty in Sri Lanka","ALLAGE","RURAL","C","B","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","144","Sri Lanka","2019","16.9","2019","","","","","Department of Census and Statistics","","Data source: the Household Income and Expenditure
Survey 2019; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Multidimensional Poverty in Sri Lanka","<18Y","ALLAREA","C","B","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2011","24.7","2011","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2011; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2011","43.0","2011","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2011; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2011","21.5","2011","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2011; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2011","26.4","2011","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2011; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","<18Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","4","Afghanistan","2016","61.1","2016","","","","","National Statistics and Information Authority (NSIA)","","Data source:  Afghanistan Living Conditions Survey (ALCS) 2016–17; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Overall number of indicators: 18; Official publication: Afghanistan Multidimensional Poverty Index 2016-2017","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","4","Afghanistan","2016","56.4","2016","","","","","National Statistics and Information Authority (NSIA)","","Data source:  Afghanistan Living Conditions Survey (ALCS) 2016–17; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Overall number of indicators: 18; Official publication: Afghanistan Multidimensional Poverty Index 2016-2017","<18Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","4","Afghanistan","2016","18.1","2016","","","","","National Statistics and Information Authority (NSIA)","","Data source:  Afghanistan Living Conditions Survey (ALCS) 2016–17; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Overall number of indicators: 18; Official publication: Afghanistan Multidimensional Poverty Index 2016-2017","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","4","Afghanistan","2016","51.7","2016","","","","","National Statistics and Information Authority (NSIA)","","Data source:  Afghanistan Living Conditions Survey (ALCS) 2016–17; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Overall number of indicators: 18; Official publication: Afghanistan Multidimensional Poverty Index 2016-2017","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","4","Afghanistan","2020","49.4","2020","","","","","National Statistics and Information Authority (NSIA)","","Data source: Income & Expenditure and labour force surveys 2020; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Official publication: Income and Expenditure & Labor Force Survey 2019-2020","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","4","Afghanistan","2020","21.8","2020","","","","","National Statistics and Information Authority (NSIA)","","Data source: Income & Expenditure and labour force surveys 2020; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Official publication: Income and Expenditure & Labor Force Survey 2019-2020","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","4","Afghanistan","2020","53.8","2020","","","","","National Statistics and Information Authority (NSIA)","","Data source: Income & Expenditure and labour force surveys 2020; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Official publication: Income and Expenditure & Labor Force Survey 2019-2020","<18Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","4","Afghanistan","2020","56.5","2020","","","","","National Statistics and Information Authority (NSIA)","","Data source: Income & Expenditure and labour force surveys 2020; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Official publication: Income and Expenditure & Labor Force Survey 2019-2020","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2017","54.8","2017","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en;

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","<16Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2017","52.3","2017","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en;

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2017","51.3","2017","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en;

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2011","23.9","2011","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2011; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2011","24.3","2011","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2011; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2013","18.3","2013","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2013; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2013","35.0","2013","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2013; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2013","21.0","2013","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2013; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2013","20.4","2013","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2013; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2013","19.8","2013","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2013; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","348","Hungary","2014","27.9","2014","","","","","Cities, Towns and suburbs, Rural areas","","Data source: European Union Statistics on Income and Living Conditions (EU_SILC); Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en;

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","348","Hungary","2014","31.8","2014","","","","","Cities, Towns and suburbs, Rural areas","","Data source: European Union Statistics on Income and Living Conditions (EU_SILC); Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en;

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","348","Hungary","2015","28.2","2015","","","","","Cities, Towns and suburbs, Rural areas","","Data source: European Union Statistics on Income and Living Conditions (EU_SILC); Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en;

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","348","Hungary","2015","24.4","2015","","","","","Cities, Towns and suburbs, Rural areas","","Data source: European Union Statistics on Income and Living Conditions (EU_SILC); Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en;

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","348","Hungary","2015","35.5","2015","","","","","Cities, Towns and suburbs, Rural areas","","Data source: European Union Statistics on Income and Living Conditions (EU_SILC); Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en;

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","<16Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2013","23.4","2013","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2013; Topics included: Education,Health, Work and social security, Dwelling characteristics; Overall number of indicators: 12; Official publication:  Informe de desarrollo social 2015","<18Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2015","32.5","2015","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2015; Topics included: Education,Health, Work and social security, Dwelling characteristics and environment, internet and social cohesion; Overall number of indicators: 15; Official publication: http://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/casen/2017/Resultados_pobreza_Casen_2017.pdf","ALLAGE","RURAL","C","B","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2015","20.9","2015","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2015; Topics included: Education,Health, Work and social security, Dwelling characteristics and environment, internet and social cohesion; Overall number of indicators: 15; Official publication: http://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/casen/2017/Resultados_pobreza_Casen_2017.pdf","ALLAGE","ALLAREA","C","B","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2015","23.3","2015","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2015; Topics included: Education,Health, Work and social security, Dwelling characteristics and environment, internet and social cohesion; Overall number of indicators: 15; Official publication: http://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/casen/2017/Resultados_pobreza_Casen_2017.pdf","<18Y","ALLAREA","C","B","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2015","18.8","2015","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2015; Topics included: Education,Health, Work and social security, Dwelling characteristics and environment, internet and social cohesion; Overall number of indicators: 15; Official publication: http://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/casen/2017/Resultados_pobreza_Casen_2017.pdf","ALLAGE","URBAN","C","B","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","152","Chile","2015","20.4","2015","","","","","Ministerio de Desarrollo Social","","Data source: the National Socio-Economic Characterization Survey (CASEN) 2015; Topics included: Education,Health, Work and social security, Dwelling characteristics and environment, internet and social cohesion; Overall number of indicators: 15; Official publication: http://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/casen/2017/Resultados_pobreza_Casen_2017.pdf","ALLAGE","ALLAREA","C","B","G","FEMALE","PERCENT"
