Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Migratory status],[Nature],[Reporting Type],[Sex],[Units]
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2002","4.0","2002","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2003","16.0","2003","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2003","0.8","2003","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2003","29.0","2003","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2004","4.0","2004","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2004","34.0","2004","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2004","19.0","2004","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2005","2.0","2005","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2005","15.0","2005","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2005","27.0","2005","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2006","20.0","2006","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2006","2.0","2006","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2006","36.0","2006","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2007","2.0","2007","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2007","37.0","2007","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2007","20.0","2007","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2008","3.0","2008","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2008","39.0","2008","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2008","21.0","2008","","","","","ADM-LIR - Labour inspectorate records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 employees)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2016","19.0","2016","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2016","12.0","2016","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2016","2.0","2016","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2017","8.0","2017","","","","","ADM-LIR - Labour inspectorate records","","Employment definition: Excluding own-use production workers | Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2017","11.0","2017","","","","","ADM-LIR - Labour inspectorate records","","Employment definition: Excluding own-use production workers | Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2017","3.0","2017","","","","","ADM-LIR - Labour inspectorate records","","Employment definition: Excluding own-use production workers | Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2018","15.0","2018","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2018","9.0","2018","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2018","1.0","2018","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2019","15.0","2019","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2019","5.0","2019","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","31","Azerbaijan","2019","21.0","2019","","","","","ADM-LIR - Labour inspectorate records","","Data reference period: End of the year | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2000","7747.0","2000","","","","","ADM-IR - Insurance records","","Data reference period: Noncalendar year | Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2002","6240.0","2002","","","","","ADM-IR - Insurance records","","Data reference period: Noncalendar year | Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2003","7270.0","2003","","","","","ADM-IR - Insurance records","","Data reference period: Noncalendar year | Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2004","8020.0","2004","","","","","ADM-IR - Insurance records","","Data reference period: Noncalendar year | Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2005","8150.0","2005","","","","","ADM-IR - Insurance records","","Data reference period: Noncalendar year | Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2006","8070.0","2006","","","","","ADM-IR - Insurance records","","Data reference period: Noncalendar year | Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2007","8250.0","2007","","","","","ADM-IR - Insurance records","","Data reference period: Noncalendar year | Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2009","7288.2","2009","","","","","ADM - Register of work accidents and occupational injuries","","Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2010","7131.5","2010","","","","","ADM - Register of work accidents and occupational injuries","","Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2011","7295.0","2011","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 employees) | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2011","5608.0","2011","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 employees) | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2011","2610.0","2011","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 employees) | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2012","5094.0","2012","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 employees) | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2012","6614.0","2012","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 employees) | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2012","2466.0","2012","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 employees) | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2014","4676.6","2014","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2014","2321.4","2014","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2014","6255.7","2014","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2015","5780.0","2015","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2015","4544.1","2015","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2015","2319.7","2015","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2016","4193.1","2016","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2016","5282.7","2016","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2016","2232.8","2016","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","4999.9","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","NONMIG","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","5145.9","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","MIGPER","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","2082.3","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","NONMIG","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","6051.9","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","MIGPER","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","5043.6","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","3053.1","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","MIGPER","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","3871.8","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","NONMIG","C","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","2110.3","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_INJUR","Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","32","Argentina","2017","3918.5","2017","","","","","ADM - Register of work accidents and occupational injuries","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","_T","C","G","BOTHSEX","PER_100000_EMP"
