Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Activity],[Nature],[Reporting Type],[Sex],[Units]
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2013","93.7","2013","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2013","38.6","2013","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2013","58.9","2013","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2013","61.0","2013","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2013","96.4","2013","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2013","33.1","2013","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2013","24.1","2013","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","65.6","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","99.7","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","99.5","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","41.0","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","67.4","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","99.6","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","63.3","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","49.1","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2014","27.6","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","46.5","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","63.4","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","99.5","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","24.4","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","99.5","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","38.1","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","65.8","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","99.5","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2015","60.1","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","99.5","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","61.6","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","43.7","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","58.9","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","99.6","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","36.4","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","99.5","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","25.4","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2016","63.8","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","55.6","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","61.1","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","99.2","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","33.7","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","58.7","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","99.3","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","40.8","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","99.5","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2017","23.3","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","33.5","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","98.4","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","41.1","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","60.2","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","98.9","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","57.9","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","54.9","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","99.4","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2018","22.3","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","39.9","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","53.9","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","21.2","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","99.8","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","32.2","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","99.4","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","56.7","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","59.0","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","8","Albania","2019","99.0","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","27.6","2019","","","","","ILO estimates based on processing of country microdata sets","","","NONAGR","E","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","80.3","2019","","","","","ILO estimates based on processing of country microdata sets","","","ISIC4_A","E","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","33.1","2019","","","","","ILO estimates based on processing of country microdata sets","","","TOTAL","E","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","27.4","2019","","","","","ILO estimates based on processing of country microdata sets","","","NONAGR","E","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","88.2","2019","","","","","ILO estimates based on processing of country microdata sets","","","ISIC4_A","E","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","33.7","2019","","","","","ILO estimates based on processing of country microdata sets","","","TOTAL","E","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","27.7","2019","","","","","ILO estimates based on processing of country microdata sets","","","NONAGR","E","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","73.7","2019","","","","","ILO estimates based on processing of country microdata sets","","","ISIC4_A","E","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","9","Oceania","2019","32.6","2019","","","","","ILO estimates based on processing of country microdata sets","","","TOTAL","E","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","64.5","2019","","","","","ILO estimates based on processing of country microdata sets","","","TOTAL","E","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","65.9","2019","","","","","ILO estimates based on processing of country microdata sets","","","NONAGR","E","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","50.9","2019","","","","","ILO estimates based on processing of country microdata sets","","","NONAGR","E","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","97.0","2019","","","","","ILO estimates based on processing of country microdata sets","","","ISIC4_A","E","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","63.2","2019","","","","","ILO estimates based on processing of country microdata sets","","","NONAGR","E","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","70.8","2019","","","","","ILO estimates based on processing of country microdata sets","","","TOTAL","E","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","95.8","2019","","","","","ILO estimates based on processing of country microdata sets","","","ISIC4_A","E","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","95.7","2019","","","","","ILO estimates based on processing of country microdata sets","","","ISIC4_A","E","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","15","Northern Africa","2019","72.3","2019","","","","","ILO estimates based on processing of country microdata sets","","","TOTAL","E","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","21","Northern America","2019","41.0","2019","","","","","ILO estimates based on processing of country microdata sets","","","ISIC4_A","E","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","21","Northern America","2019","19.1","2019","","","","","ILO estimates based on processing of country microdata sets","","","TOTAL","E","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","21","Northern America","2019","40.8","2019","","","","","ILO estimates based on processing of country microdata sets","","","ISIC4_A","E","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","21","Northern America","2019","18.7","2019","","","","","ILO estimates based on processing of country microdata sets","","","NONAGR","E","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","21","Northern America","2019","19.1","2019","","","","","ILO estimates based on processing of country microdata sets","","","TOTAL","E","G","FEMALE","PERCENT"
